Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_948,c_7,c_5,c_3,c_2,0.7228,0.8870590949058532
model_949,c_8,c_6,m_2,c_4,0.7173,0.844377882862091
model_950,c_7,m_2,c_1,c_9,0.7313,0.8015811862945557
model_951,c_2,m_3,c_11,c_12,0.7931,0.6634568202495575
model_952,c_1,c_10,c_10,c_1,0.7192,0.8634779961585999
model_953,c_3,c_10,s,-,0.6918,0.8943730097770691
model_954,c_4,c_11,c_7,c_6,0.6841,0.9230426995277404
model_955,c_6,c_9,c_3,c_7,0.7259,0.8572153281211853
model_956,c_9,c_11,c_8,s,0.7393,0.7818277108192444
model_957,c_7,c_7,c_9,c_11,0.7462,0.7876354591369629
model_958,c_2,c_1,m_1,c_4,0.692,0.9098018772125244
model_959,c_1,c_3,c_1,s,0.7044,0.8972021421432496
model_960,c_5,m_2,c_9,m_2,0.7467,0.775028643321991
model_961,c_5,c_10,c_12,m_3,0.737,0.7707228413581848
model_962,c_6,m_2,c_1,s,0.717,0.823351461315155
model_963,c_6,m_3,c_9,c_9,0.7735,0.6903649230480194
model_964,c_11,c_3,c_12,c_10,0.7633,0.7775766165733338
model_965,c_1,m_3,s,-,0.6909,0.8929813507080078
model_966,c_7,c_11,m_3,c_12,0.781,0.6604939667701721
model_967,c_10,m_1,c_10,s,0.6971,0.9175896715164185
model_968,c_3,c_8,c_6,m_3,0.7609,0.6983297241210937
model_969,c_4,c_3,m_1,m_2,0.6926,0.8925090699195862
model_970,c_9,c_7,c_6,c_8,0.7113,0.8442064975738526
model_971,c_8,c_4,c_9,c_10,0.7382,0.8127900820255279
model_972,c_9,c_10,c_1,m_3,0.7405,0.7688719715595246
model_973,c_9,c_7,c_4,c_11,0.7237,0.8253058959960937
model_974,c_8,c_10,c_10,m_3,0.7385,0.7667332468032837
model_975,c_3,c_11,m_3,m_3,0.7403,0.7693510564804077
model_976,c_7,c_11,c_3,c_9,0.7592,0.7261538800239563
model_977,c_8,c_9,c_1,c_12,0.716,0.8883403928756713
model_978,c_8,c_6,c_3,c_5,0.7461,0.7731639500141144
model_979,c_5,c_3,c_9,m_3,0.7263,0.8023264575004577
model_980,c_1,m_3,c_2,m_2,0.7282,0.7872519718170166
model_981,c_11,c_6,c_11,c_6,0.7592,0.7275649896621704
model_982,c_8,c_7,c_1,c_8,0.718,0.8496270252227783
model_983,c_8,c_5,c_8,m_2,0.7256,0.8335364295959473
model_984,c_1,c_2,c_12,c_12,0.7484,0.7550197667121887
model_985,c_9,c_7,c_12,c_7,0.7225,0.8335440654754639
model_986,c_7,c_7,c_6,c_12,0.741,0.7775767261505127
model_987,c_11,m_2,c_12,c_4,0.7811,0.6692900997161865
model_988,c_1,m_1,c_10,c_5,0.7113,0.8958039335250855
model_989,m_2,c_7,c_7,c_8,0.6739,1.0677077040672303
model_990,c_11,c_7,c_1,c_2,0.6658,0.9714187501907349
model_991,c_2,m_1,c_12,c_5,0.7559,0.7621375371932984
model_992,c_11,c_8,c_9,c_8,0.732,0.8294480016708374
model_993,c_7,c_7,c_3,c_10,0.7328,0.8036335639953613
model_994,c_1,m_3,c_12,s,0.746,0.7515652296066284
model_995,c_12,c_5,c_8,c_4,0.7453,0.7687450197219848
model_996,c_3,m_3,c_4,c_1,0.7368,0.7635866326332093
model_997,c_10,c_11,s,-,0.6941,0.8768072932243347
model_998,c_6,c_7,s,-,0.6826,0.9430828669548035
model_999,c_8,c_6,m_2,c_9,0.7504,0.7525215671539307
model_1000,c_1,c_9,c_1,m_3,0.7345,0.7801242287635803
model_1001,c_10,m_3,m_2,c_10,0.7403,0.778787712097168
model_1002,c_5,c_6,s,-,0.7098,0.8686328838348388
model_1003,c_4,c_12,m_3,c_6,0.7374,0.7655875947952271
model_1004,c_6,c_8,c_2,c_9,0.7438,0.7984929963111878
model_1005,c_12,c_10,c_12,s,0.7455,0.7511633275985717
model_1006,c_5,c_12,m_3,m_1,0.7335,0.7794535545349122
model_1007,c_11,m_2,c_10,s,0.7033,0.8983225383758545
model_1008,c_2,m_3,c_8,c_6,0.7371,0.770915092086792
model_1009,c_6,c_6,m_2,m_2,0.7511,0.754918147945404
model_1010,c_11,c_2,s,-,0.7061,0.8587563969612122
model_1011,c_11,c_8,c_12,c_7,0.7816,0.6709231230258942
model_1012,c_6,c_8,c_12,c_8,0.7565,0.7445431829452515
model_1013,c_3,m_1,m_3,m_2,0.6727,0.9922747056007385
model_1014,c_2,m_2,c_10,c_6,0.7657,0.7097528671264648
model_1015,c_10,m_3,c_11,s,0.7683,0.6918529346466065
model_1016,c_6,c_10,c_11,c_10,0.6819,0.9516145125389099
model_1017,c_11,c_4,c_10,m_1,0.7012,0.8715171353340149
model_1018,c_2,c_1,c_12,c_8,0.7204,0.8367575517654419
model_1019,c_1,c_8,c_7,m_3,0.7233,0.8199839266777038
model_1020,c_12,c_7,c_3,c_11,0.7339,0.8264411400794983
model_1021,c_9,m_3,c_8,c_11,0.7711,0.7193366931915284
model_1022,c_5,c_1,m_1,c_4,0.6894,0.9263687605857849
model_1023,c_5,c_6,c_10,m_1,0.6463,1.014169668006897
model_1024,c_2,c_3,c_10,c_8,0.718,0.8578575792312622
model_1025,c_4,c_2,c_9,c_7,0.713,0.8819919998168946
model_1026,c_6,c_11,c_4,c_9,0.7161,0.8539475494384766
model_1027,c_5,c_4,c_10,c_12,0.7481,0.7525218474388122
model_1028,c_9,c_2,c_10,c_8,0.7368,0.7838314300537109
model_1029,c_11,c_4,m_1,c_10,0.7221,0.84940498752594
model_1030,c_10,c_6,m_1,c_9,0.7409,0.7690674145698547
model_1031,c_6,c_2,c_2,c_8,0.7235,0.8189126069068908
model_1032,c_6,c_5,c_2,c_11,0.7105,0.8860661476135254
model_1033,c_10,m_2,c_11,c_11,0.76,0.7138206358909607
model_1034,c_2,c_5,c_4,c_3,0.7176,0.8333778987884521
model_1035,c_2,c_7,c_6,c_10,0.7456,0.7559400080680847
model_1036,c_6,c_11,c_4,s,0.6939,0.8879109628677369
model_1037,c_2,m_2,c_6,c_2,0.7151,0.8333720220565796
model_1038,c_4,m_3,m_1,c_7,0.709,0.8560707822799682
model_1039,c_8,c_12,c_11,c_11,0.7427,0.7731875506401062
model_1040,c_11,m_2,c_1,c_7,0.7265,0.8046319703102112
model_1041,c_11,c_3,c_6,c_5,0.7475,0.7570138694763183
model_1042,c_10,c_7,c_5,c_10,0.7282,0.8045001173973083
model_1043,c_2,s,-,-,0.6899,0.9436688982009888
model_1044,c_8,c_8,c_12,c_9,0.7462,0.7736267663002014
model_1045,c_9,m_1,c_5,c_7,0.7579,0.71775303440094
model_1046,c_8,m_3,c_12,c_12,0.7729,0.7123670654773712
model_1047,c_9,m_3,m_1,m_2,0.7035,0.9310395059585571
model_1048,c_1,m_2,c_5,c_5,0.7494,0.7732040018081665
model_1049,c_5,c_9,c_3,c_4,0.7401,0.7828069387435913
model_1050,c_3,c_3,c_4,c_10,0.7345,0.7869593322753906
model_1051,c_9,c_5,c_7,m_2,0.7108,0.832297171497345
model_1052,c_7,c_12,m_2,c_5,0.7508,0.746065225315094
model_1053,c_5,c_8,c_11,c_9,0.7302,0.8044698993682862
model_1054,c_5,c_2,c_6,c_7,0.7325,0.8082332070350647
model_1055,c_2,c_8,c_10,c_12,0.732,0.8074704581260681
model_1056,c_5,c_10,c_9,s,0.7235,0.8126478773117065
model_1057,c_3,c_2,s,-,0.6847,0.9131773911476135
model_1058,c_12,c_10,c_4,c_1,0.7341,0.7736108012199402
model_1059,c_9,c_4,m_1,c_9,0.7439,0.7594102644920349
model_1060,c_10,c_5,c_2,c_2,0.7251,0.8041000024795533
model_1061,c_7,c_1,c_3,c_1,0.7115,0.8477771932601929
model_1062,c_5,m_2,c_1,c_6,0.7183,0.8932446219444274
model_1063,c_11,c_12,c_2,c_7,0.7387,0.8083502868652344
model_1064,c_6,c_2,c_2,c_11,0.707,0.8661332908630371
model_1065,c_11,c_8,c_12,c_1,0.7378,0.7961081826210022
model_1066,c_12,c_12,c_7,c_7,0.7405,0.7711323669433594
model_1067,c_4,c_2,c_10,c_11,0.6584,1.0560155879020692
model_1068,c_1,c_11,c_11,c_4,0.7211,0.8138746664047242
model_1069,c_4,m_3,m_2,m_3,0.5526,1.3038624155044556
model_1070,m_1,c_6,m_2,c_6,0.6966,0.8887520419120789
model_1071,c_2,c_7,c_2,c_5,0.7311,0.815749795627594
model_1072,c_7,c_6,c_2,c_7,0.7085,0.8946623438835144
model_1073,c_1,c_11,c_5,c_2,0.7152,0.8424678219795227
model_1074,c_5,c_12,c_11,c_7,0.736,0.782390238571167
model_1075,c_1,c_8,c_12,c_2,0.7299,0.8325163904190064
model_1076,c_4,c_3,c_6,c_8,0.7168,0.8158945329666137
model_1077,c_6,m_3,c_12,m_2,0.7633,0.6977695408821106
model_1078,c_5,c_3,c_1,c_2,0.7034,0.8620161312103272
model_1079,m_3,s,-,-,0.6285,1.0551832995414734
model_1080,c_4,m_1,m_3,m_3,0.5778,1.2357211791992186
model_1081,c_2,c_9,c_7,c_12,0.703,0.8582279728889466
model_1082,c_6,c_6,c_9,c_9,0.7569,0.7807441899776458
model_1083,c_10,m_3,c_9,m_3,0.7639,0.6880619051933289
model_1084,c_12,m_1,c_9,c_4,0.7521,0.7299969027519226
model_1085,c_11,c_3,c_12,c_5,0.7431,0.7742502851486206
model_1086,c_9,c_8,c_12,c_6,0.7306,0.8164548637390137
model_1087,c_8,c_6,c_6,c_5,0.7317,0.8312984644889831
model_1088,c_3,c_12,m_3,c_1,0.7403,0.761072015953064
model_1089,c_9,c_11,c_7,m_3,0.7087,0.8927543092727661
model_1090,c_6,c_2,m_3,c_12,0.7656,0.6970809982299805
model_1091,c_11,c_4,c_10,c_4,0.7177,0.816777301979065
model_1092,c_5,c_8,m_2,c_1,0.7005,0.8622572545051574
model_1093,c_2,c_5,m_3,c_6,0.74,0.7556744552612304
model_1094,c_10,c_5,m_2,m_2,0.7503,0.7433742716789246
model_1095,c_4,c_6,m_2,c_10,0.7146,0.9074715097427368
model_1096,c_5,c_7,c_11,c_5,0.6988,0.9919764142990112
model_1097,c_8,c_12,c_5,m_2,0.7149,0.8116787081718445
model_1098,c_9,c_6,m_1,m_2,0.7358,0.7835687780380249
model_1099,c_6,c_4,c_12,c_11,0.7464,0.7493222509860993
model_1100,c_9,m_3,m_3,c_6,0.7278,0.7923222198486328
model_1101,c_5,c_10,m_2,c_5,0.712,0.8400224954605102
model_1102,c_3,c_4,c_12,c_6,0.7548,0.7527579011917114
model_1103,c_3,c_7,c_10,c_2,0.7481,0.7482241840362549
model_1104,c_6,c_2,c_10,c_10,0.6894,0.909961447429657
model_1105,c_4,c_1,c_9,m_1,0.7203,0.8475769371986389
model_1106,m_3,c_11,c_5,c_1,0.7155,0.8676180530548095
model_1107,c_10,c_1,m_2,s,0.7124,0.8514260171890259
model_1108,c_2,c_7,c_4,c_4,0.7269,0.8404939268112183
model_1109,c_1,c_6,c_7,m_3,0.7291,0.7837284876823425
model_1110,c_6,c_12,c_1,m_1,0.7141,0.8772942358016967
model_1111,c_6,c_2,c_3,m_2,0.7109,0.8690514400482178
model_1112,c_11,c_12,c_9,c_9,0.7599,0.7558115168571472
model_1113,c_1,c_9,m_2,m_3,0.7518,0.7242878125190735
model_1114,c_6,c_9,c_11,c_7,0.7413,0.7910742128372192
model_1115,c_6,m_2,c_4,c_1,0.7071,0.9131298773765564
model_1116,c_8,c_3,m_1,c_7,0.7129,0.8934330685615539
model_1117,c_6,c_1,c_12,c_3,0.7192,0.8604659990310669
model_1118,c_6,c_2,m_2,c_2,0.7028,0.8845116397857666
model_1119,c_7,c_1,c_7,c_1,0.6576,0.9864116539955139
model_1120,c_10,c_9,c_6,c_9,0.7404,0.7674590044021606
model_1121,c_7,c_9,m_2,c_3,0.7387,0.7528718933105468
model_1122,c_10,c_3,m_1,c_4,0.7258,0.8116781203269958
model_1123,c_2,c_9,m_3,c_8,0.75,0.7448271547317505
model_1124,m_3,c_9,c_2,c_1,0.7271,0.8070358797073365
model_1125,c_9,c_11,c_5,c_11,0.7124,0.9090737953186036
model_1126,c_11,m_2,m_2,c_9,0.7552,0.741130855178833
model_1127,c_2,c_9,c_5,m_2,0.7256,0.812229043674469
model_1128,c_7,c_4,c_6,c_11,0.7361,0.7964075972557068
model_1129,c_12,c_5,c_11,m_3,0.7514,0.7295328117370605
model_1130,c_9,c_3,c_5,c_1,0.702,0.8545305191040039
model_1131,c_11,c_6,c_8,m_2,0.7314,0.7863259398460388
model_1132,c_2,m_2,s,-,0.6895,0.9105828119277954
model_1133,c_5,c_3,m_1,s,0.7127,0.8467013645172119
model_1134,c_4,c_9,c_9,c_6,0.7369,0.8097876980781555
model_1135,c_4,m_1,m_2,m_3,0.6604,1.068140269470215
model_1136,c_11,c_8,c_3,c_12,0.7303,0.8158969042778015
model_1137,m_3,c_12,c_4,c_12,0.7322,0.8694114028930664
model_1138,c_1,m_2,c_10,c_5,0.7504,0.7806831259727478
model_1139,c_1,c_12,c_2,m_2,0.6765,0.9543789307594299
model_1140,c_8,c_8,c_4,c_9,0.7496,0.7632956017494201
model_1141,c_12,c_5,s,-,0.7135,0.8543141179084778
model_1142,c_9,m_3,s,-,0.7492,0.7352390627861023
model_1143,c_1,c_8,c_12,c_12,0.7376,0.7855540804862976
model_1144,c_11,c_10,c_6,c_11,0.7097,0.9801096164703369
model_1145,c_4,m_2,c_8,s,0.7321,0.7955925984382629
model_1146,c_10,c_3,c_5,c_8,0.7115,0.8602257705688476
model_1147,c_2,c_7,c_1,c_3,0.7194,0.8665992941856384
model_1148,c_11,m_3,s,-,0.7069,0.8464536988258362
model_1149,c_6,c_4,c_11,m_3,0.7255,0.8082420386314392
model_1150,c_1,c_7,c_9,c_3,0.7466,0.7471978688240051
model_1151,c_2,m_2,c_12,m_1,0.7353,0.7766137927055359
model_1152,c_7,c_10,c_10,c_12,0.7559,0.7598152388095856
model_1153,c_9,c_10,c_11,c_12,0.7368,0.8373590094566346
model_1154,c_6,c_3,c_8,c_9,0.7614,0.7158518161773681
model_1155,c_4,c_7,c_3,c_6,0.7288,0.819227273273468
model_1156,c_4,c_6,c_1,c_7,0.7182,0.8266881848335266
model_1157,c_6,c_4,c_1,c_8,0.7052,0.8958227975845336
model_1158,c_2,c_2,c_4,c_1,0.7161,0.8236143051147461
model_1159,m_1,c_2,m_2,c_3,0.6709,0.9586400639533996
model_1160,c_5,c_10,c_10,c_5,0.6959,0.9025020224571229
model_1161,c_1,c_4,c_7,s,0.6982,0.9022400461196899
model_1162,c_3,c_12,c_3,c_11,0.7387,0.7896398816108704
model_1163,c_1,c_5,c_10,c_11,0.7106,0.8695392657279968
model_1164,c_1,c_1,c_4,c_1,0.7046,0.8528819478988647
model_1165,m_3,c_12,c_3,c_4,0.7104,0.886772678565979
model_1166,c_9,c_3,s,-,0.7304,0.8121434029579162
model_1167,c_10,c_4,m_3,c_9,0.7641,0.7007109771728516
