Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_813,c_8,m_1,m_1,c_2,0.7352,0.7837274270057678
model_814,m_2,c_9,c_8,m_1,0.6968,0.8861066704750061
model_815,c_7,c_3,c_5,c_12,0.7288,0.8711289335250855
model_816,c_9,c_4,c_8,m_3,0.7092,0.8434084589004517
model_817,c_1,c_2,c_4,c_10,0.7203,0.8507132555007935
model_818,c_7,c_11,c_3,c_7,0.728,0.8160349373817444
model_819,c_9,c_7,c_8,m_2,0.7246,0.828396849155426
model_820,c_12,c_8,m_2,c_10,0.7453,0.8392773921966553
model_821,c_4,c_5,m_3,c_2,0.7104,0.8354599511146545
model_822,c_9,c_9,c_3,c_1,0.7389,0.7642131872177124
model_823,c_10,c_7,c_2,c_10,0.7471,0.7860323425292969
model_824,c_3,c_6,c_7,s,0.722,0.8702194056510926
model_825,c_4,c_5,c_2,c_2,0.6904,0.8888825918197631
model_826,c_8,c_12,c_1,s,0.704,0.912995062160492
model_827,c_12,c_6,c_11,c_2,0.7162,0.8576627343177795
model_828,c_5,c_8,c_8,c_11,0.7458,0.7622140867233277
model_829,c_1,m_2,c_6,c_12,0.7632,0.7196243260860443
model_830,c_3,c_8,c_6,c_11,0.7415,0.7761661160469056
model_831,c_1,m_1,m_2,m_2,0.6908,0.9568412893295288
model_832,c_9,c_7,c_12,c_12,0.7601,0.711870797252655
model_833,c_7,c_3,c_5,c_10,0.7123,0.8888318225860595
model_834,c_10,c_10,c_9,c_1,0.7295,0.8125290442466736
model_835,m_3,c_9,c_2,c_1,0.6602,0.9961773535728454
model_836,c_1,c_2,c_8,c_8,0.702,0.864978551864624
model_837,c_3,c_7,c_9,c_4,0.7168,0.8221842262268066
model_838,c_6,c_3,c_1,c_4,0.7259,0.8498185800552368
model_839,c_4,m_1,m_1,c_5,0.6768,0.9115274362564086
model_840,m_1,c_7,m_1,m_2,0.6084,1.1114373125076293
model_841,c_10,c_8,c_5,m_2,0.7137,0.838766565322876
model_842,c_1,m_2,c_6,m_3,0.7341,0.7808601277351379
model_843,c_9,c_1,c_11,m_3,0.7369,0.8081040519714355
model_844,c_12,c_8,c_12,c_10,0.7436,0.7816362810134888
model_845,c_7,c_9,c_8,m_1,0.7311,0.7960742262840271
model_846,c_11,m_1,c_4,c_1,0.7508,0.749307649230957
model_847,c_2,c_4,m_3,c_10,0.7406,0.7707837648391723
model_848,c_10,c_9,c_7,c_8,0.7608,0.7137064576148987
model_849,c_7,c_5,c_10,c_10,0.7173,0.8387645174980164
model_850,c_3,m_1,c_7,m_3,0.7172,0.8291425177574158
model_851,c_5,c_4,m_3,c_6,0.7256,0.8107253570556641
model_852,c_5,m_1,m_2,s,0.7092,0.8411604651451111
model_853,c_9,c_1,c_11,c_7,0.7138,0.8301254098892212
model_854,c_4,c_1,c_3,c_3,0.7342,0.8067831639289856
model_855,c_10,m_2,m_1,s,0.7281,0.7995387931823731
model_856,c_1,c_7,c_6,m_1,0.6901,0.8819712093353271
model_857,c_12,m_2,c_7,c_1,0.755,0.7229906776428222
model_858,c_7,c_9,c_4,c_7,0.6981,0.8792106594085694
model_859,c_2,m_1,c_1,c_10,0.7401,0.7790564984321594
model_860,c_5,c_4,c_12,c_5,0.697,0.9216766313552857
model_861,c_2,c_4,c_5,c_11,0.677,0.9576203645706177
model_862,m_3,m_2,c_4,c_6,0.6234,1.0578886854171754
model_863,c_6,c_2,c_3,c_12,0.7446,0.7544083427429199
model_864,c_9,c_6,c_6,m_3,0.7418,0.8022163939476014
model_865,c_4,c_2,c_9,m_2,0.7333,0.7829314069747925
model_866,c_6,m_1,c_5,m_2,0.6891,0.890753049659729
model_867,c_1,c_1,c_7,m_2,0.6733,0.9861677880287171
model_868,c_4,c_2,c_11,s,0.7083,0.8661915878295898
model_869,c_3,m_3,c_2,m_2,0.721,0.806424847984314
model_870,c_12,c_10,m_2,m_3,0.7299,0.793528777885437
model_871,c_4,c_3,c_8,c_11,0.7422,0.7666316889762879
model_872,c_1,c_4,c_1,c_3,0.706,0.8546022522926331
model_873,c_4,c_7,c_3,c_5,0.7259,0.7971174945831299
model_874,c_7,m_3,c_2,m_2,0.7125,0.83335307970047
model_875,c_10,c_11,c_4,c_1,0.7334,0.785948793888092
model_876,c_12,m_2,m_3,c_9,0.7583,0.7252654660224914
model_877,c_10,c_2,c_6,c_3,0.7415,0.7910170585632325
model_878,c_8,c_12,c_11,c_7,0.7602,0.7479841911315918
model_879,c_3,c_6,c_2,c_4,0.7465,0.7826822366714478
model_880,c_3,c_10,c_4,m_1,0.7002,0.8587922354698181
model_881,c_4,c_9,c_4,c_7,0.7133,0.8243787939071655
model_882,c_7,c_1,c_7,c_4,0.6818,0.9459944358825684
model_883,c_12,c_4,c_11,c_11,0.7364,0.7955876132011414
model_884,c_10,m_2,c_1,c_7,0.7333,0.7742034185409545
model_885,c_8,m_3,c_12,c_6,0.7614,0.7633708867073059
model_886,c_2,c_10,m_2,c_5,0.7445,0.7508258788108826
model_887,c_9,m_2,c_4,c_12,0.7482,0.7454887340545654
model_888,m_1,c_7,s,-,0.6656,0.9976154846191406
