Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1244,c_2,c_1,c_12,c_5,0.7322,0.7816410814285278
model_1245,c_5,c_3,c_9,c_3,0.752,0.7543796750068664
model_1246,c_4,m_3,c_11,c_2,0.7642,0.7047302073478698
model_1247,c_1,c_8,m_3,c_10,0.738,0.7585782052993775
model_1248,c_5,c_2,s,-,0.6989,0.9056453610420228
model_1249,c_7,c_11,c_7,c_2,0.7527,0.7452207472324371
model_1250,c_6,c_5,m_1,c_5,0.6853,0.9054485934257507
model_1251,c_2,c_12,c_8,c_3,0.7268,0.816589595413208
model_1252,c_2,c_9,c_3,c_1,0.7174,0.820631854724884
model_1253,c_5,c_1,c_5,m_1,0.6982,0.883650370502472
model_1254,c_5,c_12,m_3,c_7,0.7152,0.8418935409545898
model_1255,c_1,c_11,c_1,m_2,0.7213,0.8109223105430603
model_1256,c_7,c_6,c_11,m_3,0.7449,0.7797667651176453
model_1257,c_1,c_4,c_9,c_3,0.7301,0.8099079831123353
model_1258,c_7,c_2,c_11,c_1,0.7405,0.7962878559112548
model_1259,c_3,c_10,s,-,0.677,0.9410478500366211
model_1260,c_4,c_7,c_1,c_11,0.718,0.8211727258682251
model_1261,c_6,c_1,m_2,c_8,0.7099,0.8356668319702149
model_1262,c_5,c_3,m_1,c_4,0.7051,0.8548794302940369
model_1263,c_2,c_1,c_3,m_2,0.7117,0.8299180844306946
model_1264,m_1,m_2,m_2,-,0.6384,1.1126739889144897
model_1265,c_10,c_1,m_2,c_2,0.7032,0.8777718176841736
model_1266,c_1,c_12,s,-,0.7126,0.8442119716644287
model_1267,c_4,c_1,c_4,c_9,0.7025,0.8827345867156983
model_1268,c_9,c_11,c_8,c_6,0.7442,0.7630780787944794
model_1269,m_1,s,-,-,0.6611,1.0020152681350707
model_1270,c_5,m_1,m_1,c_7,0.6888,0.8970728025436402
model_1271,c_11,c_11,m_1,m_1,0.7381,0.7667086545944214
model_1272,c_1,c_1,m_2,c_6,0.7081,0.8344792420387268
model_1273,c_6,c_8,c_10,c_7,0.7254,0.8263549631118774
model_1274,c_11,c_10,m_3,c_9,0.7344,0.7825321781158447
model_1275,c_9,c_9,c_1,-,0.7251,0.8849863998413086
model_1276,c_4,c_3,m_3,m_2,0.7199,0.8205918969154358
model_1277,c_3,m_1,c_4,m_1,0.6682,0.9526095943450927
model_1278,c_10,c_7,c_5,m_2,0.7204,0.8318778660774231
model_1279,c_3,m_2,c_8,m_3,0.7193,0.8101315601348877
model_1280,c_3,c_12,c_3,c_9,0.7577,0.7437761020660401
model_1281,c_6,s,-,-,0.6819,0.9241568215370178
model_1282,c_1,c_2,m_1,c_1,0.7201,0.8207984341621399
model_1283,c_1,c_1,c_6,m_2,0.6936,0.8841885486602783
model_1284,c_3,c_12,c_4,c_12,0.7462,0.7542547792434693
model_1285,c_11,c_10,c_4,c_9,0.7302,0.8050160696029663
model_1286,c_8,c_4,c_4,c_7,0.729,0.8188538819313049
model_1287,c_1,c_10,c_7,c_2,0.7236,0.8044521817207336
model_1288,c_4,s,-,-,0.6674,0.9825749850273132
model_1289,c_8,c_10,c_1,s,0.6858,0.9163251426696777
model_1290,c_3,c_2,c_4,m_3,0.7228,0.7994142721176147
model_1291,c_3,c_6,m_1,c_1,0.6936,0.8744956475257873
model_1292,c_4,c_2,m_3,c_3,0.7403,0.7492662107467651
model_1293,c_10,c_9,m_1,s,0.7264,0.8071827404022217
model_1294,c_6,m_1,c_10,m_3,0.7137,0.8371433812141419
model_1295,c_10,c_6,c_6,m_2,0.7317,0.7905958860397339
model_1296,c_2,m_1,c_5,s,0.7142,0.8467489407539368
model_1297,c_9,c_12,c_9,c_4,0.7404,0.7730053463935852
model_1298,c_8,c_2,c_3,c_2,0.704,0.8576410159111023
model_1299,c_5,m_1,c_2,c_10,0.7191,0.8320347185134888
model_1300,c_6,m_2,m_2,c_1,0.7248,0.8140912030220032
model_1301,c_7,c_4,c_6,m_3,0.6926,0.9162213667869568
model_1302,c_1,c_9,c_8,c_3,0.7446,0.7984446156978607
model_1303,c_10,c_11,c_10,c_11,0.7191,0.8506674700736999
model_1304,c_12,m_3,c_11,s,0.776,0.6863665083885193
model_1305,c_9,c_2,c_8,m_2,0.71,0.83860001039505
model_1306,c_3,c_8,c_3,m_1,0.708,0.8546552989006042
model_1307,c_11,c_1,s,-,0.6999,0.8998106122016907
model_1308,c_7,c_7,c_7,c_7,0.6966,0.8779564311027527
model_1309,c_7,c_10,m_3,c_1,0.6976,0.8615250935554505
model_1310,c_9,m_2,c_8,m_3,0.721,0.8045114348411561
model_1311,c_8,s,-,-,0.6822,0.9504524675369262
model_1312,c_6,c_3,c_11,c_10,0.6909,0.8990293966293335
model_1313,c_5,c_3,c_5,c_6,0.7074,0.8602038936614991
model_1314,c_4,c_9,m_2,c_1,0.7297,0.7964161064147949
model_1315,c_6,c_4,s,-,0.6979,0.9253407131195068
model_1316,c_6,c_12,c_2,c_9,0.7229,0.8310817132949829
model_1317,c_6,m_2,m_2,c_9,0.7371,0.7703009098052979
model_1318,c_4,c_9,m_3,c_5,0.7296,0.7871376315116883
model_1319,c_9,c_7,c_9,c_11,0.705,0.8699781392097473
model_1320,c_6,c_7,c_10,c_5,0.7254,0.8206707748413086
model_1321,c_4,c_3,c_12,c_5,0.7334,0.788300740146637
model_1322,c_8,m_1,s,-,0.68,0.9205444848060608
model_1323,c_9,m_3,c_5,c_2,0.7604,0.6995679753303528
model_1324,c_4,c_12,m_3,c_5,0.7744,0.6778273486137391
model_1325,c_2,m_2,c_6,c_6,0.7641,0.7246577671051025
model_1326,c_12,c_6,c_3,c_3,0.7383,0.8107918033599854
model_1327,c_9,c_7,c_3,c_7,0.7504,0.7515435690879821
model_1328,c_10,c_7,m_3,c_10,0.7169,0.8043887445449829
model_1329,c_9,c_2,c_7,c_7,0.7361,0.7676165904045105
model_1330,c_1,s,-,-,0.6812,0.931342273902893
model_1331,c_7,m_2,m_2,c_2,0.7348,0.7888147708892822
model_1332,c_6,c_6,c_11,c_10,0.7166,0.8451116946220398
model_1333,c_5,c_1,c_11,m_1,0.7132,0.8443083075523377
model_1334,c_2,c_8,c_6,c_9,0.7152,0.8480817513465881
model_1335,c_12,m_3,c_1,c_8,0.7468,0.7284915246963501
model_1336,c_3,c_1,m_2,c_6,0.7395,0.805093155670166
model_1337,c_10,c_5,c_7,c_1,0.7325,0.7933563877105713
model_1338,c_7,c_1,m_2,c_4,0.6615,0.9717823844909668
model_1339,c_5,c_8,c_11,c_5,0.7439,0.7543013696670532
model_1340,c_6,c_9,c_1,m_2,0.7179,0.8427637208938599
model_1341,c_11,c_8,c_1,c_10,0.7082,0.9111833348274231
model_1342,c_2,m_1,c_1,c_11,0.7533,0.7513059779167175
model_1343,c_4,c_2,c_8,m_3,0.7152,0.9062203022003174
model_1344,c_10,m_2,c_4,s,0.7174,0.8663255620002747
model_1345,c_11,c_6,c_6,s,0.7447,0.770649593257904
model_1346,c_8,c_6,c_2,m_3,0.7275,0.7705446958541871
model_1347,c_1,m_2,c_12,c_8,0.7591,0.7216202808380127
model_1348,c_2,c_2,c_11,c_2,0.7081,0.8407847041130065
model_1349,m_1,c_12,m_2,m_1,0.663,0.9834420827865601
model_1350,c_5,m_3,m_3,c_8,0.6832,0.905138365650177
model_1351,c_3,c_1,c_11,m_2,0.7281,0.8139685349464416
model_1352,c_2,c_2,c_1,c_8,0.7094,0.8348309373855591
model_1353,c_6,c_9,c_5,c_2,0.7391,0.8054953749656677
model_1354,c_10,c_10,c_11,c_7,0.7536,0.7693308115005493
model_1355,c_10,c_12,c_2,c_7,0.7501,0.7609769916534423
model_1356,c_11,c_12,c_1,m_1,0.7482,0.7397155121803284
model_1357,c_7,c_2,c_5,c_7,0.7275,0.8400742968559265
model_1358,c_10,c_1,m_2,m_3,0.7182,0.814292908859253
model_1359,c_3,c_2,m_3,c_10,0.7232,0.8310182674407959
model_1360,c_12,c_7,c_5,c_8,0.7341,0.7906753162384034
model_1361,c_8,m_2,c_5,c_12,0.7729,0.7266658715248108
model_1362,c_6,c_12,c_3,c_3,0.7468,0.7484194505214691
model_1363,c_4,c_4,c_3,c_11,0.7284,0.8173319738388062
model_1364,c_2,c_10,c_1,c_1,0.6954,0.9171999552726745
model_1365,c_8,c_12,m_3,m_3,0.7611,0.6937023397445679
model_1366,c_6,c_12,c_7,c_12,0.7165,0.8765576421737671
model_1367,c_3,c_4,c_6,c_11,0.7446,0.7642451825141907
model_1368,c_10,c_9,m_2,c_10,0.7409,0.8042022887229919
model_1369,c_12,c_5,m_3,c_5,0.7544,0.7228045728683472
model_1370,c_11,m_1,c_2,c_12,0.7299,0.8107134561538696
model_1371,c_6,c_8,c_7,m_1,0.7279,0.8091844292640686
model_1372,c_7,c_7,c_3,c_9,0.7302,0.8128853524208068
model_1373,c_3,c_10,c_5,c_11,0.7245,0.8081183861732483
model_1374,c_6,c_3,c_3,c_7,0.7248,0.8850804469108582
model_1375,c_4,c_11,m_2,c_12,0.7617,0.7110886817932129
model_1376,c_1,m_3,c_6,c_3,0.7464,0.7569901926994324
model_1377,c_7,c_2,c_8,c_5,0.6981,0.9728408537864685
model_1378,c_7,c_1,c_1,c_3,0.6975,0.8740177925109863
model_1379,c_6,c_11,c_12,c_5,0.7161,0.8256734053611755
model_1380,c_7,m_3,c_5,c_3,0.7167,0.8174839810371399
model_1381,c_2,c_9,c_6,m_3,0.6976,0.8685546437263488
model_1382,c_5,c_10,c_6,c_10,0.7291,0.7995486699104309
model_1383,c_4,c_5,s,-,0.6912,0.926293392944336
model_1384,c_7,c_10,m_3,c_7,0.7122,0.8201587074279785
model_1385,c_3,c_8,c_3,c_2,0.743,0.7966152622222901
model_1386,c_10,m_2,c_8,c_9,0.7527,0.7594591007232666
model_1387,c_2,c_5,m_2,c_4,0.6878,0.890988542175293
model_1388,c_9,c_9,c_9,c_3,0.7455,0.7614008202552796
model_1389,c_6,c_9,c_12,c_5,0.7237,0.8080061941146851
model_1390,c_2,c_10,c_3,c_9,0.7144,0.8389611682891845
model_1391,c_9,c_8,c_7,m_1,0.7141,0.8219516188621521
model_1392,c_5,c_11,m_1,c_11,0.7493,0.7439932188034057
model_1393,m_2,c_3,c_11,c_3,0.7137,0.8684350180625916
model_1394,c_12,c_3,m_2,c_4,0.6795,0.9449462390899658
model_1395,c_3,s,-,-,0.6339,1.0388853609085082
model_1396,c_7,c_3,c_4,c_10,0.7047,0.9021214833259582
model_1397,c_4,c_12,c_4,c_4,0.7282,0.8327663187026978
model_1398,c_6,m_1,s,-,0.711,0.8612067211151123
model_1399,c_3,c_11,c_11,c_3,0.7342,0.8581164734840393
model_1400,c_7,m_3,c_5,c_7,0.7492,0.7441730601787567
model_1401,m_1,c_7,c_12,c_8,0.7207,0.8540066237926484
model_1402,c_3,c_10,c_10,m_1,0.7125,0.8872708677291871
model_1403,c_12,c_7,c_6,c_10,0.7407,0.7906108826637268
model_1404,c_6,c_11,c_8,c_8,0.7429,0.7795238374710083
model_1405,m_2,c_11,c_4,m_1,0.705,0.8587694705009461
model_1406,c_2,m_1,c_8,c_9,0.7736,0.704677132177353
model_1407,c_8,c_9,c_4,c_9,0.7344,0.783058934879303
model_1408,c_7,c_6,c_2,m_2,0.7294,0.7801427322387695
model_1409,c_9,c_9,m_1,c_1,0.7373,0.7801900728225708
model_1410,c_5,m_2,c_2,c_7,0.677,0.9405006980895996
model_1411,c_5,c_1,m_3,m_1,0.7092,0.8466778723716736
model_1412,c_3,c_8,c_1,c_8,0.7367,0.7818339939117431
model_1413,c_5,c_1,c_11,c_12,0.6921,1.0064270258903503
model_1414,c_9,c_5,c_6,c_9,0.6985,0.8966705332756042
model_1415,c_1,c_2,m_2,c_2,0.7169,0.8141871968269349
model_1416,m_3,c_4,c_8,c_12,0.7167,0.855401508808136
model_1417,c_12,c_6,s,-,0.7137,0.8401800577163696
model_1418,c_9,c_6,m_3,s,0.727,0.7920064829826355
model_1419,c_1,m_2,c_5,m_3,0.718,0.816520789051056
model_1420,c_5,c_6,c_1,c_2,0.6712,1.085794270324707
model_1421,c_6,c_10,c_12,c_2,0.7475,0.7814339842796326
model_1422,c_2,c_9,c_9,s,0.7375,0.8157454438686371
model_1423,m_2,c_7,c_5,c_11,0.7202,0.8810535473823548
model_1424,c_7,c_9,c_7,c_8,0.7125,0.9081037185668945
model_1425,c_11,c_6,m_2,c_2,0.7481,0.7643162393569947
model_1426,c_3,c_11,c_4,m_1,0.7401,0.7668442962646485
model_1427,c_5,c_11,c_9,c_4,0.7346,0.8004438703536987
model_1428,c_9,c_5,m_1,m_3,0.738,0.7597188512802124
model_1429,c_1,c_6,c_1,m_2,0.739,0.7758603604316712
model_1430,c_6,m_1,m_3,c_1,0.6993,0.8616221765518188
model_1431,c_8,c_1,s,-,0.6837,0.9234298873901368
model_1432,c_10,c_7,s,-,0.7117,0.8413266377449036
model_1433,c_11,m_2,c_6,c_5,0.7385,0.7728996809005737
model_1434,c_11,c_11,m_3,s,0.7317,0.793193594455719
model_1435,c_8,m_1,c_3,c_2,0.7256,0.7980574862480163
model_1436,c_10,c_12,s,-,0.706,0.8793762021064758
model_1437,c_11,c_11,c_7,m_3,0.7455,0.7757493055343628
model_1438,c_2,c_9,c_7,m_1,0.723,0.8068863038063049
model_1439,c_7,c_4,s,-,0.6994,0.8946182781219483
model_1440,c_7,m_3,c_1,c_2,0.7307,0.7971144854545593
model_1441,c_3,c_7,c_2,c_7,0.712,0.8554289877891541
model_1442,c_11,m_3,c_3,c_9,0.7661,0.710217889213562
model_1443,c_4,c_2,c_6,c_12,0.6993,0.9195123248100281
model_1444,c_7,c_10,c_12,c_7,0.7422,0.7811319622039795
model_1445,c_1,c_5,c_7,m_3,0.7419,0.7531944424629211
model_1446,c_8,c_6,c_8,c_7,0.7109,0.9382096507072448
model_1447,c_4,c_5,m_1,c_12,0.7419,0.7535932411193847
model_1448,c_10,c_6,c_8,c_7,0.7404,0.7633639667510986
model_1449,c_3,c_8,m_1,c_1,0.7257,0.9182616983413696
model_1450,c_12,c_3,c_2,c_2,0.7247,0.8154519550323487
model_1451,c_7,c_8,c_11,c_2,0.7377,0.7694136210441589
model_1452,c_4,c_8,m_3,-,0.7362,0.780856877708435
model_1453,m_3,c_2,c_5,-,0.6294,1.074610809326172
model_1454,c_9,c_9,c_12,c_7,0.7545,0.785324643611908
model_1455,c_1,m_2,c_8,c_1,0.7535,0.7335019248008728
model_1456,c_2,c_3,s,-,0.6941,0.8869233299255371
model_1457,c_2,c_8,c_3,m_3,0.7081,0.8614555982589722
model_1458,c_9,m_2,c_7,c_4,0.7465,0.7534910620212555
model_1459,c_2,c_7,c_12,c_6,0.7155,0.8847771546363831
model_1460,c_10,m_2,s,-,0.6796,0.9340165802955628
model_1461,c_3,m_1,c_7,c_9,0.7416,0.8156670704841614
model_1462,c_2,c_1,m_2,c_8,0.7056,0.8649997372627258
model_1463,c_5,c_2,c_5,c_9,0.7238,0.8053322012901306
model_1464,c_9,c_12,c_9,c_11,0.7662,0.724366151046753
model_1465,c_7,c_10,c_3,m_1,0.7227,0.8311607222557068
model_1466,c_10,c_11,c_1,c_10,0.7374,0.8067262404441834
model_1467,c_12,m_1,m_1,c_11,0.7522,0.7385131767272949
model_1468,c_12,c_2,c_7,s,0.7214,0.8039694068908692
model_1469,c_3,c_11,c_10,c_11,0.6957,0.9301555909156799
model_1470,c_1,c_5,c_6,c_10,0.6783,1.0345636515617371
model_1471,c_11,m_2,m_2,c_10,0.7579,0.7428108176231384
model_1472,c_1,m_1,c_8,m_3,0.6787,0.9079682664871216
model_1473,c_5,c_3,m_1,c_9,0.7389,0.7677965092658997
model_1474,c_5,c_7,s,-,0.6907,0.9214626517295837
model_1475,c_10,m_1,c_5,s,0.73,0.7904115217208862
model_1476,c_7,c_3,c_4,c_1,0.6898,0.9743032392501831
model_1477,c_12,c_1,c_5,c_6,0.6807,0.9331054158210754
model_1478,c_3,m_3,c_10,c_4,0.7371,0.7976180465698243
model_1479,c_10,m_1,s,-,0.6759,0.9399099034309387
model_1480,c_9,c_10,c_8,c_11,0.7265,0.8385607627868652
model_1481,c_12,c_3,m_3,c_12,0.7521,0.7178870701789856
model_1482,c_1,c_8,c_5,c_11,0.7195,0.8520049053192139
model_1483,c_2,c_6,c_9,c_4,0.7252,0.8132739946365356
model_1484,c_4,c_6,m_1,c_11,0.7292,0.8434698656082154
model_1485,c_7,c_6,m_3,c_12,0.7357,0.7814813827514648
model_1486,c_7,c_1,c_3,c_3,0.7481,0.7481893538475036
model_1487,c_7,c_10,c_10,c_11,0.7073,0.8542714597702027
model_1488,c_3,c_3,c_3,m_1,0.6889,0.9051184726715088
model_1489,c_11,c_7,c_4,c_10,0.7286,0.8185758454322815
model_1490,c_1,c_6,s,-,0.684,0.9598099155426025
model_1491,c_5,c_11,c_11,c_4,0.6983,0.8822168702125549
model_1492,m_3,c_9,c_11,s,0.6876,0.9220042838096618
model_1493,c_6,c_8,c_7,c_2,0.7218,0.8189053671836853
model_1494,c_11,c_7,c_7,s,0.7124,0.8556330379486083
model_1495,c_5,m_3,c_8,c_6,0.7322,0.7941829334259033
model_1496,c_4,c_4,m_2,c_4,0.6799,0.9471903783798218
model_1497,c_5,c_12,c_12,c_12,0.7309,0.8424393961906433
model_1498,c_10,m_1,c_9,c_11,0.7719,0.7163165995121002
model_1499,c_5,c_7,c_3,c_6,0.7155,0.8433741024971009
model_1500,c_8,c_3,c_9,m_2,0.7542,0.7334012527465821
