Model,1st Layer,2nd Layer,3rd Layer,4th Layer,Accuracy,Loss
model_1724,c_2,c_8,m_2,c_3,0.7435,0.7579241353
model_1725,c_1,m_3,c_11,c_10,0.7427,0.7581833325
model_1726,c_10,c_2,m_1,c_2,0.7272,0.8127947697
model_1727,c_9,c_8,m_2,m_1,0.7428,0.7489397227
model_1728,c_2,m_3,c_9,c_1,0.7628,0.7070952824
model_1729,c_11,c_3,c_5,s,0.7248,0.8020552769
model_1730,c_9,c_12,m_3,c_6,0.7762,0.6634890669
model_1731,c_5,c_8,m_1,c_4,0.7122,0.8550908906
model_1732,c_3,c_6,m_1,c_2,0.7298,0.8212579532
model_1733,c_9,c_10,c_9,m_3,0.7386,0.8991985829
model_1734,c_10,c_10,c_11,c_5,0.7615,0.7426892707
model_1735,c_3,c_4,c_7,c_11,0.7025,0.9002514707
model_1736,c_12,c_10,c_8,c_9,0.7564,0.7773288469
model_1737,c_3,m_1,s,-,0.6999,0.8752735862
model_1738,c_3,c_10,c_10,c_10,0.7135,0.8434791435
model_1739,c_4,c_4,s,-,0.6951,0.8795756104
model_1740,c_4,m_1,c_10,c_2,0.7375,0.7788997432
model_1741,c_12,c_7,c_10,m_3,0.73,0.7815048025
model_1742,c_5,c_11,c_6,s,0.7365,0.7537537278
model_1743,c_6,s,-,-,0.7093,0.8762780273
model_1744,c_2,m_2,s,-,0.7069,0.8602899084
model_1745,c_4,c_9,m_3,c_5,0.7545,0.7329436364
model_1746,c_11,c_2,c_5,c_9,0.7397,0.7928659056
model_1747,c_1,m_1,s,-,0.6764,0.9437147076
model_1748,c_9,m_3,m_3,s,0.7449,0.763525558
model_1749,c_9,c_10,c_5,c_12,0.7445,0.7530317438
model_1750,c_8,c_2,c_4,c_6,0.728,0.8306363336
model_1751,c_2,m_3,c_8,c_3,0.7591,0.7220356972
model_1752,c_1,m_1,c_8,c_12,0.7439,0.7729793209
model_1753,c_6,m_1,c_3,c_3,0.7645,0.7427363061
model_1754,c_6,c_4,c_8,c_5,0.7318,0.8032078597
model_1755,c_9,c_4,c_11,c_4,0.7244,0.7893518141
model_1756,c_12,c_11,c_2,c_1,0.7328,0.8335498901
model_1757,c_4,c_5,c_11,c_4,0.7308,0.7998315827
model_1758,c_4,m_1,c_8,c_2,0.7384,0.7869864388
model_1759,c_1,c_3,c_3,c_1,0.7349,0.7818603355
model_1760,c_6,c_7,c_8,c_10,0.7251,0.7993954341
model_1761,c_8,c_1,c_8,c_3,0.7383,0.8101670792
model_1762,c_11,c_5,c_5,c_3,0.7335,0.7908434458
model_1763,c_6,c_8,c_1,c_5,0.7273,0.8385485788
model_1764,m_3,c_3,s,-,0.707,0.8943485928
model_1765,c_5,c_4,c_9,m_1,0.7211,0.8335338974
model_1766,c_7,c_7,c_6,c_6,0.7476,0.7491696798
model_1767,m_3,m_1,c_1,c_9,0.6263,1.0576677496
model_1768,c_10,c_7,m_2,c_8,0.7374,0.7604970471
model_1769,c_1,c_6,c_7,c_11,0.7289,0.8004453758
model_1770,c_7,c_5,c_7,c_8,0.7242,0.813743873
model_1771,c_1,c_7,c_9,c_9,0.7586,0.7324546658
model_1772,c_11,c_11,c_10,c_2,0.7357,0.8208537457
model_1773,c_6,c_2,c_3,m_2,0.7038,0.8652937989
model_1774,c_11,c_8,m_3,m_1,0.733,0.7854452857
model_1775,c_4,c_11,c_9,c_11,0.7305,0.8306585573
model_1776,c_9,c_4,c_6,c_7,0.6987,0.9038899781
model_1777,c_11,c_9,c_9,c_5,0.7398,0.8301685802
model_1778,c_10,m_1,c_5,m_1,0.7332,0.785192183
model_1779,c_5,c_12,c_8,c_1,0.7215,0.8491020701
model_1780,c_5,c_11,c_4,c_4,0.7259,0.837025884
model_1781,c_1,c_3,m_1,c_12,0.7389,0.7658107798
model_1782,c_10,c_8,c_8,s,0.7219,0.8163081409
model_1783,c_3,c_10,c_3,c_4,0.7281,0.7905865475
model_1784,c_7,m_2,c_4,c_9,0.7504,0.7934897252
model_1785,c_10,c_6,c_2,c_9,0.6974,0.9215304744
model_1786,c_1,c_11,c_3,c_6,0.7365,0.7806281323
model_1787,c_7,c_12,c_7,c_3,0.7307,0.8634035713
model_1788,c_5,c_11,m_2,c_9,0.773,0.6703214809
model_1789,c_1,c_10,c_8,c_3,0.6683,0.9963452749
model_1790,c_4,c_10,s,-,0.6947,0.8927841838
model_1791,c_5,c_11,c_5,c_1,0.7383,0.7964378221
model_1792,c_7,m_1,c_2,m_1,0.7185,0.8180349734
model_1793,c_8,c_11,c_8,c_8,0.729,0.8061275335
model_1794,c_3,c_10,c_4,s,0.6881,0.9133847972
model_1795,c_12,c_1,c_12,c_9,0.773,0.7596447947
model_1796,c_1,c_5,c_6,c_12,0.7189,0.8191004657
model_1797,c_1,c_8,m_1,c_8,0.7306,0.7867264496
model_1798,c_4,c_9,c_7,c_8,0.7206,0.823925597
model_1799,c_2,c_5,c_10,c_12,0.7173,0.8455085829
model_1800,c_2,c_11,c_7,c_12,0.7226,0.8360046186
model_1801,c_1,c_10,c_6,c_9,0.7244,0.8408083211
model_1802,m_3,c_12,c_1,c_5,0.6786,0.9605158808
model_1803,c_6,m_1,c_11,s,0.7116,0.8433426141
model_1804,c_12,c_9,c_3,m_1,0.7563,0.7240177765
model_1805,c_1,c_8,c_11,c_2,0.7341,0.7955529339
model_1806,c_6,c_3,c_10,c_4,0.7339,0.8054866842
model_1807,c_1,c_12,c_11,c_12,0.7669,0.6988646129
model_1808,c_5,c_9,s,-,0.7226,0.830111285
model_1809,c_2,c_2,m_3,c_11,0.7568,0.7166477441
model_1810,c_12,c_7,c_1,m_3,0.7349,0.7692739216
model_1811,c_5,m_3,c_8,c_9,0.7454,0.7637101708
model_1812,c_4,c_1,c_7,c_2,0.6979,0.8998645809
model_1813,c_7,c_12,c_10,c_11,0.7468,0.7452288258
model_1814,c_5,c_7,c_12,m_2,0.7164,0.8195805932
model_2000,c_3,c_10,c_11,c_10,0.7062,0.8614895272
model_2001,c_1,m_3,s,-,0.6825,0.9128889497
model_2002,c_7,m_3,c_4,c_3,0.7103,0.8731188665
model_2003,c_4,c_1,c_1,s,0.6881,0.9360820225
model_2004,c_11,m_2,c_7,c_9,0.7633,0.7050441341
model_2005,c_5,c_2,c_8,s,0.6918,0.9082117249
model_2006,c_2,c_1,c_6,c_1,0.7049,0.8672762578
model_2007,c_12,c_12,c_2,m_3,0.7458,0.7380938772
model_2008,c_12,c_1,m_3,c_7,0.7366,0.7619216082
model_2009,c_9,m_3,s,-,0.7393,0.7728938095
model_2010,c_8,c_7,c_6,c_12,0.7285,0.8525561927
model_2011,m_2,c_6,c_10,c_9,0.6965,0.9214706943
model_2012,c_5,c_11,c_12,c_12,0.7507,0.756385662
model_2013,c_10,c_9,c_11,c_9,0.7207,0.928046612
model_2014,c_11,m_2,s,-,0.708,0.8852515594
model_2015,c_1,c_12,c_10,c_10,0.7216,0.8260623306
model_2016,c_3,m_2,c_6,c_10,0.7147,0.85625994
model_2017,m_1,c_7,c_8,c_9,0.6833,1.0054539566
model_2018,m_2,c_8,c_7,c_9,0.6701,1.0874775204
model_2019,c_10,m_2,c_4,m_1,0.7081,0.8798062956
model_2020,c_3,c_1,c_8,c_2,0.7184,0.8185234864
model_2021,c_4,c_4,c_4,m_2,0.6906,0.9007377826
model_2022,c_9,c_12,c_1,m_2,0.721,0.8361456402
model_2023,c_10,m_2,c_12,s,0.7684,0.737064029
model_2024,c_12,c_11,s,-,0.7191,0.9076012509
model_2025,c_2,c_11,c_11,m_2,0.7043,0.8947805203
model_2026,m_2,c_2,m_3,c_1,0.664,0.9614282671
model_2027,c_1,c_8,c_7,m_2,0.7217,0.7946714757
model_2028,c_10,m_3,c_11,m_2,0.7613,0.6964718188
model_2029,c_4,c_9,c_11,c_3,0.7417,0.7592806885
model_2030,m_2,c_5,c_1,m_3,0.6769,0.9062569159
model_2031,c_3,c_7,c_4,c_4,0.6708,0.9786352192
model_2032,c_8,c_9,c_1,c_5,0.7481,0.7681128696
model_2033,c_1,c_6,c_4,c_8,0.7427,0.822483
model_2034,c_2,c_5,c_5,c_7,0.7198,0.8222274322
model_2035,c_12,m_3,c_11,c_5,0.778,0.6720476926
model_2036,c_6,c_6,s,-,0.7215,0.8503267924
model_2037,m_3,c_7,c_12,c_5,0.7045,0.8681744549
model_2038,c_6,c_9,c_11,c_8,0.7487,0.7787921053
model_2039,m_3,c_2,c_1,c_10,0.6857,1.0123296763
model_2040,c_1,c_1,c_6,c_7,0.6963,0.9306928176
model_2041,c_12,c_1,c_11,c_2,0.7429,0.7739243901
model_2042,c_11,c_10,m_1,c_1,0.7302,0.8009351631
model_2043,m_2,c_9,m_2,c_7,0.7179,0.8526341682
model_2044,c_7,c_5,c_11,c_1,0.7236,0.8438391685
model_2045,c_9,m_3,m_1,m_1,0.6984,0.8625837483
model_2046,c_10,c_3,c_11,c_7,0.7167,0.8479822762
model_2047,m_2,c_6,c_4,c_5,0.7207,0.8704000374
model_2048,c_11,m_1,c_9,c_3,0.7908,0.6514748561
model_2049,c_7,c_6,c_11,c_8,0.7435,0.7630189577
model_2050,c_3,c_6,c_7,c_7,0.7364,0.7914828366
model_2051,c_5,m_2,c_7,c_1,0.7157,0.8426626663
model_2052,c_11,c_7,m_3,c_5,0.7259,0.7883307801
model_2053,c_7,c_7,c_11,m_2,0.713,0.8769320754
model_2054,c_1,c_2,m_3,m_2,0.7024,0.8715403479
model_2055,c_1,c_12,c_11,c_6,0.7378,0.8303494093
model_2056,c_12,c_3,s,-,0.7336,0.7974099693
model_2057,c_1,c_12,c_5,c_3,0.7521,0.7803090468
model_2058,c_3,c_1,c_3,s,0.7134,0.8552362526
model_2059,m_2,c_3,c_3,c_6,0.7047,0.8721635667
model_2060,c_6,c_1,c_11,s,0.7133,0.8620240257
model_2061,m_1,m_3,c_7,m_3,0.552,1.2728513615
model_2062,c_3,m_1,c_3,c_12,0.747,0.7488187776
model_2063,c_4,c_9,c_7,m_1,0.7064,0.8520986238
model_2064,c_10,c_6,c_10,c_9,0.729,0.801501258
model_2065,c_2,c_2,c_4,c_6,0.7345,0.7922038509
model_2066,c_7,c_3,m_1,c_8,0.7088,0.8861032056
model_2067,c_4,c_9,s,-,0.6838,0.9314932038
model_2068,c_6,m_1,c_2,c_7,0.7344,0.7785525677
model_2069,m_2,c_10,c_3,c_4,0.6444,1.0837676756
model_2070,c_1,c_9,c_11,m_2,0.7041,0.8596310371
model_2071,c_6,c_3,c_6,c_8,0.7074,0.8530217066
model_2072,c_5,c_10,c_4,m_1,0.7033,0.839971881
model_2073,c_8,c_6,c_11,s,0.7384,0.7686303939
model_2074,c_6,c_9,c_8,c_8,0.7335,0.810255589
model_2075,c_12,c_6,c_11,c_10,0.7277,0.8023004387
model_2076,c_1,c_7,c_3,c_6,0.7046,0.892398372
model_2077,c_2,c_12,m_1,c_9,0.7634,0.7153154469
model_2078,c_1,m_3,m_1,c_2,0.6749,0.9174305727
model_2079,c_1,c_9,c_2,c_3,0.7459,0.7636020975
model_2080,c_5,c_10,c_3,c_4,0.7281,0.7966113809
model_2081,c_1,c_11,c_10,c_8,0.7097,0.8501197216
model_2082,c_1,c_6,c_10,c_11,0.7257,0.8934873504
model_2083,m_2,m_2,c_3,s,0.6455,1.0171247874
model_2084,c_8,c_6,c_12,m_1,0.762,0.7198270099
model_2085,c_9,c_1,c_1,c_4,0.7197,0.8397967649
model_2086,c_1,c_7,c_10,c_1,0.6991,0.8663984941
model_2087,c_1,c_12,m_2,m_1,0.7381,0.7682207774
model_2088,c_7,m_1,c_12,m_1,0.7475,0.7372069427
model_2089,c_1,c_3,c_3,c_9,0.7114,0.8552584755
model_2090,c_10,c_10,c_9,m_3,0.7482,0.7236939284
model_2091,c_3,c_1,c_10,c_5,0.7164,0.84117307
model_2092,c_1,c_8,c_4,c_4,0.7035,0.8991707427
model_2093,c_8,c_9,c_7,c_12,0.7496,0.7536852177
model_2094,c_1,c_9,c_4,m_3,0.7204,0.8100459465
model_2095,c_11,m_2,c_6,c_6,0.7306,0.7968196264
model_2096,c_7,c_2,c_7,c_6,0.6981,0.912731099
model_2097,c_1,c_8,c_5,c_10,0.7329,0.7971038999
model_2098,c_1,c_8,c_11,c_9,0.7295,0.7808372959
model_2099,c_3,c_4,c_7,c_5,0.7012,0.8588201494
model_2100,c_6,m_3,c_2,m_1,0.721,0.8147839204
model_2101,c_8,c_11,m_2,c_6,0.7529,0.7175357912
model_2102,c_1,c_5,c_3,c_9,0.7238,0.814464944
model_2103,c_2,c_4,c_11,m_1,0.6933,0.9195014967
model_2104,m_1,c_7,c_3,m_3,0.6766,0.9229917606
model_2105,c_12,c_8,m_1,c_9,0.7339,0.8058791491
model_2106,c_9,c_7,c_7,c_9,0.7381,0.7948198914
model_2107,c_2,c_11,m_1,c_7,0.6802,0.9321431792
model_2108,m_1,c_2,c_4,c_12,0.6884,0.959003474
model_2109,c_10,c_7,c_6,c_6,0.7282,0.8292727275
model_2110,c_9,c_2,c_9,c_11,0.7194,0.8962133692
model_2111,c_4,m_2,c_6,c_11,0.7328,0.7844033063
model_2112,c_7,c_4,c_11,c_1,0.7253,0.8410476908
model_2113,c_3,c_7,c_11,c_6,0.704,0.8656723892
model_2114,c_7,m_3,c_2,c_9,0.7302,0.8340518641
model_2115,c_10,c_1,c_5,c_6,0.7261,0.8253591777
model_2116,c_7,c_7,c_12,c_11,0.7583,0.7193573784
model_2117,m_1,c_1,c_2,c_9,0.6695,1.0688908118
model_2118,c_1,c_8,s,-,0.672,0.9347929029
model_2119,c_3,c_4,c_7,c_9,0.7242,0.8609845326
model_2120,m_3,m_1,m_1,c_9,0.5594,1.286435531
model_2121,c_11,c_8,c_1,c_5,0.721,0.8289117964
model_2122,c_11,c_6,c_10,c_2,0.7143,0.838888818
model_2123,m_1,c_10,c_8,c_10,0.6861,0.976919528
model_2124,c_9,c_5,c_3,c_7,0.7253,0.8369207375
model_2125,c_2,c_12,c_5,c_9,0.7311,0.7944667464
model_2126,c_1,c_11,m_1,c_12,0.7608,0.7143726403
model_2127,c_8,c_1,c_9,c_7,0.708,0.8731916471
model_2128,c_2,m_2,c_11,c_2,0.722,0.8227957966
model_2129,c_10,c_9,c_2,c_10,0.7433,0.7948133919
model_2130,c_2,m_2,c_8,c_4,0.7322,0.7940507881
model_2131,c_1,c_5,c_9,c_9,0.7131,0.8536796095
model_2132,c_9,c_3,c_7,c_9,0.7363,0.7772264978
model_2133,m_1,c_1,c_11,c_1,0.683,0.9497995837
model_2134,c_10,c_12,c_6,c_6,0.7563,0.719258866
model_2135,c_1,c_7,m_2,c_9,0.7354,0.7719389091
model_2136,c_7,c_7,c_2,m_2,0.7126,0.8411569006
model_2137,c_12,c_7,c_1,c_8,0.6941,0.90452518
model_2138,c_12,m_3,c_5,c_9,0.7751,0.7193361303
model_2139,m_1,c_6,c_11,c_11,0.7188,0.9029391205
model_2140,c_7,c_4,c_2,c_8,0.7282,0.8539711376
model_2141,c_12,m_3,c_2,c_1,0.7484,0.7574091565132142
model_2142,c_8,c_2,c_4,c_1,0.6863,0.9172277448654175
model_2143,c_4,c_8,c_8,c_9,0.7509,0.8126979483604431
model_2144,c_6,m_3,c_6,m_2,0.7536,0.7190418510437012
model_2145,c_4,c_8,s,-,0.6661,0.9886762260437012
model_2146,c_11,c_11,s,-,0.7093,0.8774158351898194
model_2147,c_7,c_11,c_11,c_10,0.7423,0.7664363783836364
model_2148,c_11,c_4,c_8,c_9,0.6988,0.8910989087104797
model_2149,c_8,m_1,m_2,c_2,0.7266,0.8063695523262024
model_2150,c_3,c_8,c_10,c_9,0.7368,0.8094739303588867
model_2151,c_4,c_7,c_7,c_6,0.7084,0.8736386745452881
model_2152,c_10,c_3,c_4,c_3,0.7265,0.7982003734588623
model_2153,c_4,c_5,c_11,c_9,0.744,0.7733008356094361
model_2154,c_5,c_4,c_11,c_9,0.7338,0.815629638004303
model_2155,c_9,m_3,m_2,m_1,0.6972,0.9010037641525268
model_2156,c_12,c_3,m_2,s,0.7101,0.8345384187698365
model_2157,m_1,c_7,c_11,c_8,0.6594,1.1270453268051148
model_2158,c_6,c_1,m_2,c_9,0.7301,0.7820982460021972
model_2159,c_6,c_9,c_10,m_1,0.7405,0.7988782091140747
model_2160,c_3,m_3,c_10,c_9,0.7686,0.7318750915527343
model_2161,c_4,c_7,c_11,c_5,0.7041,0.9380707780838012
model_2162,c_10,m_1,c_11,c_12,0.7817,0.6749215156555176
model_2163,c_11,c_2,c_11,c_12,0.7452,0.7550711905479431
model_2164,c_7,c_3,c_9,c_7,0.7446,0.765940085887909
model_2165,c_6,c_1,c_7,c_10,0.6891,0.8959588119506836
model_2166,c_12,c_2,c_12,c_9,0.7308,0.8154407455444336
model_2167,c_1,m_3,c_6,c_5,0.7116,0.8343202186584473
model_2168,c_5,m_2,m_3,c_9,0.6899,0.8998550192832947
model_2169,c_6,c_8,c_11,c_7,0.7347,0.8062830580711364
model_2170,c_10,m_2,c_1,c_8,0.7316,0.7717311011314392
model_2171,c_12,c_3,c_12,c_4,0.7536,0.739659222316742
model_2172,c_12,c_9,c_8,c_7,0.7293,0.8192599956512451
model_2173,c_4,c_8,c_10,s,0.7216,0.8265615385055542
model_2174,c_3,c_4,c_1,m_3,0.7172,0.8342117799758911
model_2175,c_3,c_6,c_9,c_9,0.7424,0.8406007785797119
model_2176,c_12,m_1,c_5,c_5,0.7583,0.735796923160553
model_2177,m_2,m_2,c_11,c_2,0.6784,0.9293199238777161
model_2178,c_3,c_3,c_3,c_9,0.7192,0.8143051943778992
model_2179,c_9,c_10,c_5,c_7,0.6979,0.9137170998573303
model_2180,c_6,m_2,m_1,c_10,0.698,0.8821245435714722
model_2181,c_5,c_7,c_5,c_2,0.6762,0.9423469920158386
model_2182,c_7,c_7,c_12,c_12,0.7256,0.846671480846405
model_2183,c_6,m_2,c_6,c_10,0.7528,0.7303470045566559
model_2184,m_1,c_7,c_8,c_1,0.6912,0.9873660836219788
model_2185,m_3,c_5,c_6,m_3,0.6853,0.9009657806396484
model_2186,m_3,c_11,c_7,c_7,0.7198,0.8290063267707825
model_2187,c_4,m_3,c_11,c_7,0.7562,0.7146986555099487
model_2188,c_11,c_2,c_6,c_4,0.6927,0.8994597497940063
model_2189,c_1,c_12,c_9,c_7,0.7402,0.7750536173820496
model_2190,c_10,c_7,m_3,s,0.7297,0.7793508491516113
model_2191,c_8,c_8,c_2,c_9,0.7475,0.7863596062660217
model_2192,m_3,m_2,c_11,c_8,0.6222,1.0760014167785645
model_2193,c_12,c_6,c_7,c_9,0.7441,0.7913635677337646
model_2194,c_4,m_1,c_9,c_7,0.7408,0.7937662491798401
model_2195,c_10,c_10,s,-,0.7113,0.8421503142356872
model_2196,c_10,m_2,c_12,c_1,0.7837,0.6617573857307434
model_2197,c_3,c_2,c_1,c_5,0.7266,0.8566950378417969
model_2198,c_4,c_2,m_3,c_5,0.7428,0.7417358325004577
model_2199,m_2,c_10,m_1,s,0.618,1.0825826284408568
model_2200,c_7,c_5,c_11,c_7,0.7239,0.8091871236801147
model_2201,c_3,c_5,c_4,c_2,0.719,0.844256149673462
model_2202,c_10,m_1,c_4,c_10,0.7371,0.7719498571395874
model_2203,c_5,c_3,c_11,c_9,0.7461,0.7734003573417664
model_2204,c_8,c_10,c_11,c_7,0.7208,0.8511640692710877
model_2205,c_6,c_1,c_9,c_6,0.7224,0.8288963559150696
model_2206,m_3,m_1,c_2,c_11,0.6578,0.980844823551178
model_2207,c_5,c_8,c_1,c_5,0.7213,0.8412761752128601
model_2208,m_3,c_8,c_11,c_2,0.7226,0.8414442782402038
model_2209,c_6,m_2,m_1,c_7,0.7259,0.8253154590606689
model_2210,m_3,c_1,c_3,c_12,0.6728,1.0227576942443848
model_2211,c_12,c_9,c_11,m_3,0.7532,0.7194694207191468
model_2212,c_3,m_1,c_10,m_2,0.6901,0.9993770042419433
model_2213,c_1,c_3,m_1,c_9,0.7238,0.7910286073684692
model_2214,c_3,m_2,m_2,c_4,0.6614,0.9528719956398011
model_2215,c_11,c_5,m_1,c_11,0.7039,0.8933906998634339
model_2216,c_10,c_12,m_1,c_5,0.7065,0.834766372013092
model_2217,c_3,c_4,c_9,c_12,0.7254,0.8312929507255554
model_2218,c_3,c_7,c_1,s,0.704,0.8700996901512146
model_2219,c_9,c_5,c_11,c_2,0.7556,0.7421916922569275
model_2220,c_9,c_10,c_11,c_3,0.7644,0.748257081604004
model_2221,c_4,c_10,c_1,c_6,0.7205,0.8823008222579956
model_2222,c_7,c_2,c_3,c_9,0.7243,0.8233420247077942
model_2223,c_4,c_2,c_8,c_9,0.7423,0.7662661165237427
model_2224,m_1,c_1,c_12,c_11,0.6967,0.8801507200241089
model_2225,c_1,m_2,c_6,c_5,0.7373,0.7913576843261719
model_2226,m_2,m_3,c_1,c_4,0.6239,1.082364509010315
model_2227,c_6,c_9,c_9,c_9,0.7402,0.7792990136146546
model_2228,m_3,c_5,c_2,c_5,0.6496,1.0370643049240111
model_2229,c_4,c_4,m_2,c_7,0.7094,0.883052617073059
model_2230,c_4,c_11,m_3,m_3,0.7391,0.7815605598449707
model_2231,m_3,c_4,c_2,c_12,0.67,1.022737721824646
model_2232,c_5,m_3,c_8,c_11,0.7684,0.7417642519950867
model_2233,c_9,m_2,c_6,c_9,0.733,0.8056679416656494
model_2234,c_9,c_6,c_3,c_2,0.731,0.808041623210907
model_2235,m_2,c_10,c_4,c_4,0.6901,0.9301152737617493
model_2236,c_6,m_2,c_4,m_1,0.7252,0.828066245174408
model_2237,c_9,c_8,c_7,c_11,0.7364,0.7693465509414673
model_2238,c_10,m_1,c_5,m_2,0.7305,0.8043704142570496
model_2239,c_11,m_3,m_3,c_8,0.7274,0.7936140936851501
model_2240,c_4,m_2,m_1,s,0.7146,0.8373167141914367
model_2241,c_5,c_4,c_12,c_4,0.7249,0.8162411659240723
model_2242,m_2,c_4,m_1,c_9,0.6996,0.8624982122421264
model_2243,c_4,c_4,c_11,c_8,0.7362,0.7663992191314697
model_2244,c_11,c_9,c_4,m_1,0.7431,0.7630098998069763
model_2245,c_5,c_3,c_9,s,0.7346,0.7888778069496155
model_2246,c_6,c_2,c_11,c_1,0.7289,0.7930802284240722
model_2247,c_4,c_10,c_11,c_9,0.7431,0.7790145771980286
model_2248,c_8,c_1,m_2,c_5,0.7094,0.8461355718612671
model_2249,c_11,c_1,m_1,c_9,0.7442,0.7520071774482727
model_2250,c_7,c_9,m_1,c_1,0.7135,0.8272988996505737
model_2251,c_11,c_9,c_1,c_10,0.722,0.8792549478530883
model_2252,c_12,c_12,c_6,m_2,0.7365,0.7757274094581604
model_2253,c_2,c_11,c_3,m_2,0.7009,0.8891654893875122
model_2254,c_7,m_2,m_3,c_5,0.7074,0.8515470095634461
model_2255,m_3,m_3,c_11,c_9,0.5604,1.2312020090103148
model_2256,c_4,c_2,c_9,c_5,0.7335,0.8108569330215454
model_2257,m_2,m_1,m_1,c_10,0.5777,1.240390538406372
model_2258,c_3,c_3,m_2,c_3,0.7231,0.8479971234321594
model_2259,c_3,c_2,c_11,s,0.72,0.8429215879440307
model_2260,m_1,m_3,c_4,c_2,0.5389,1.2834278903961183
model_2261,m_3,m_3,c_7,c_9,0.5826,1.193159587097168
model_2262,c_6,c_3,c_9,c_8,0.7266,0.8182681399345398
model_2263,c_1,c_3,c_11,c_12,0.7386,0.810962699508667
model_2264,m_1,c_7,c_7,c_9,0.6699,1.070820884513855
model_2265,c_1,c_9,m_3,s,0.7275,0.7871500720977783
model_2266,c_3,c_8,c_11,m_2,0.7043,0.8742436282157898
model_2267,m_2,c_9,c_7,c_9,0.714,0.8624716373443604
model_2268,m_2,c_11,c_10,c_9,0.701,0.9559389471054077
model_2269,c_7,c_3,c_7,m_2,0.666,1.0054981345176697
model_2270,c_4,c_1,c_11,c_9,0.7356,0.789193074798584
model_2271,m_3,c_3,c_5,c_9,0.6872,0.9097186992645264
model_2272,c_8,m_2,c_11,c_9,0.7575,0.7427114412784577
model_2273,c_2,c_7,m_1,c_4,0.7088,0.8503368524551391
model_2274,c_5,c_9,c_2,s,0.731,0.8017926994323731
model_2275,c_7,c_5,c_11,c_9,0.7463,0.7515961235046387
model_2276,c_11,c_7,m_2,c_5,0.6999,0.8722019495964051
model_2277,m_3,c_2,c_3,c_9,0.6961,0.9213345684051514
model_2278,m_1,c_6,c_5,c_7,0.6931,0.957975150680542
model_2279,c_4,c_3,m_2,c_1,0.7175,0.8504964575767517
model_2280,c_10,c_1,m_3,c_9,0.7288,0.7877546135902405
model_2281,c_3,m_2,c_6,c_7,0.7359,0.7972456890106201
model_2282,c_12,c_3,c_8,c_8,0.7194,0.8334310623168946
model_2283,c_9,c_7,c_11,c_3,0.7353,0.8060743071556091
model_2284,c_11,c_11,c_3,c_3,0.7544,0.7146750433921814
model_2285,c_8,m_2,c_4,c_7,0.7092,0.8445530486106873
model_2286,m_2,c_1,c_11,c_9,0.7296,0.8762447487831115
model_2287,c_4,c_7,c_11,c_6,0.7473,0.75232741689682
model_2288,m_2,c_3,c_11,c_1,0.7108,0.9394835728645324
model_2289,c_3,c_5,c_4,c_8,0.6848,0.9004063850402833
model_2290,c_4,c_2,c_5,s,0.6964,0.9341912636756897
model_2291,c_6,m_2,c_5,c_5,0.6853,0.9307401920318603
model_2292,c_11,c_11,c_2,m_1,0.7389,0.7576914929389954
model_2293,c_8,m_2,c_4,c_12,0.7493,0.7522151883125305
model_2294,m_2,c_7,c_10,m_1,0.7241,0.8161503597259522
model_2295,c_6,c_9,s,-,0.6985,0.8920875126838684
model_2296,m_3,m_2,s,-,0.6316,1.0707694900512694
model_2297,c_6,m_2,c_1,c_12,0.753,0.7929438314437867
model_2298,c_8,c_2,c_11,c_11,0.7401,0.8110445364952087
model_2299,c_9,c_12,c_11,c_9,0.7514,0.7687944749832153
model_2300,c_6,c_1,m_2,c_5,0.7089,0.8595236640930176
model_2301,c_4,c_1,m_1,s,0.6845,0.9521217106819153
model_2302,c_12,c_6,c_1,c_6,0.7035,0.8803371037483215
model_2303,c_7,m_3,c_11,c_6,0.7169,0.857718235206604
model_2304,m_3,c_6,c_4,m_1,0.6672,0.9550984232902527
model_2305,c_4,m_2,c_8,c_6,0.7481,0.8011914776325226
model_2306,m_1,m_3,c_8,c_8,0.5996,1.1400256645202638
model_2307,m_3,c_9,c_7,c_8,0.6968,0.9207637280464173
model_2308,c_9,c_11,c_2,c_9,0.746,0.7831829719543457
model_2309,c_4,m_1,c_1,c_3,0.7362,0.785199985408783
model_2310,c_6,c_7,m_2,c_9,0.7487,0.747393775177002
model_2311,m_1,c_6,c_2,m_1,0.6382,1.0335903316497803
model_2312,c_3,c_2,c_2,c_8,0.74,0.7793023739814758
model_2313,c_3,m_2,m_3,c_6,0.6775,0.9234315324783325
model_2314,c_1,c_7,m_1,c_1,0.6912,0.8738614711761474
model_2315,c_9,c_9,c_11,c_2,0.72,0.8474929346084594
model_2316,m_1,m_2,m_1,m_2,0.469,1.5957406381607055
model_2317,c_1,m_2,c_11,m_3,0.7213,0.8109254098892212
model_2318,c_2,c_6,c_8,c_5,0.676,1.070167952632904
model_2319,c_9,c_12,m_3,c_5,0.7409,0.7470925805091858
model_2320,c_4,c_10,c_8,c_9,0.7266,0.7902543313026428
model_2321,c_8,m_2,c_4,c_11,0.7445,0.7579828553199768
model_2322,c_10,c_5,c_5,c_10,0.7174,0.824190976524353
model_2323,c_7,c_4,c_11,c_9,0.7562,0.7463548084259033
model_2324,c_3,c_6,c_2,c_12,0.7169,0.852153088092804
model_2325,c_12,m_1,m_3,c_11,0.7293,0.7761416326522828
model_2326,m_3,c_5,c_11,c_11,0.6724,0.9781036548614502
